City,Zip Code,County,Latitude,Longitude
Edison,8817,Middlesex,40.516104,-74.39754
Flagtown,8821,Somerset,40.518578000000005,-74.68545
Flemington,8822,Hunterdon,40.515645,-74.85319
Franklin Park,8823,Somerset,40.439412,-74.55565
Kendall Park,8824,Middlesex,40.423055,-74.55351999999999
Frenchtown,8825,Hunterdon,40.509997999999996,-75.03239
Glen Gardner,8826,Hunterdon,40.716332,-74.91405
Hampton,8827,Hunterdon,40.677403999999996,-74.96875
Helmetta,8828,Middlesex,40.37594,-74.41955
High Bridge,8829,Hunterdon,40.668594,-74.89241
Iselin,8830,Middlesex,40.571504,-74.3183
Monroe Township,8831,Middlesex,40.336508,-74.43302
Keasbey,8832,Middlesex,40.517855,-74.30325
Lebanon,8833,Hunterdon,40.643314000000004,-74.82345
Little York,8834,Hunterdon,40.563654,-74.949409
Manville,8835,Somerset,40.538903000000005,-74.59222
Martinsville,8836,Somerset,40.595552000000005,-74.55174
Metuchen,8840,Middlesex,40.543354,-74.3587
Hillsborough,8844,Somerset,40.502477,-74.650023
Middlesex,8846,Middlesex,40.574552000000004,-74.50187
Milford,8848,Hunterdon,40.587606,-75.10401999999999
Milltown,8850,Middlesex,40.451105,-74.43938
Monmouth Junction,8852,Middlesex,40.389428,-74.54329
Neshanic Station,8853,Somerset,40.51057,-74.72471999999999
Piscataway,8854,Middlesex,40.555355,-74.46094000000001
Old Bridge,8857,Middlesex,40.397507,-74.3298
Oldwick,8858,Hunterdon,40.681694,-74.73624000000001
Parlin,8859,Middlesex,40.461851,-74.30343
Perth Amboy,8861,Middlesex,40.520105,-74.27708
Fords,8863,Middlesex,40.535304,-74.31104
Phillipsburg,8865,Warren,40.689122999999995,-75.17243
Pittstown,8867,Hunterdon,40.583034999999995,-74.96224000000001
Quakertown,8868,Hunterdon,40.565493,-74.93893100000001
Raritan,8869,Somerset,40.571302,-74.6374
Readington,8870,Hunterdon,40.563654,-74.949409
Sayreville,8871,Middlesex,40.430006,-74.417344
Somerset,8873,Somerset,40.505253,-74.50723
Somerville,8876,Somerset,40.545853,-74.63592
South Amboy,8879,Middlesex,40.469606,-74.27669
South Bound Brook,8880,Somerset,40.553803,-74.52976
South River,8882,Middlesex,40.445006,-74.38179000000001
Spotswood,8884,Middlesex,40.39159,-74.39329000000001
Stanton,8885,Hunterdon,40.576372,-74.83110500000001
Stewartsville,8886,Warren,40.694938,-75.11180999999999
Three Bridges,8887,Hunterdon,40.525361,-74.79632
Whitehouse,8888,Hunterdon,40.619412,-74.740597
Whitehouse Station,8889,Hunterdon,40.612851,-74.76682
Zarephath,8890,Somerset,40.536069,-74.578872
New Brunswick,8901,Middlesex,40.488304,-74.44775
North Brunswick,8902,Middlesex,40.453131,-74.48286999999999
Highland Park,8904,Middlesex,40.500254,-74.4257
